SatisID,Tarih,NoktaID,UrunID,SorumluID,Miktar,Toplam_KG,Currency
1678,2024-06-15,8050,4002,101,4,12.0,TRY
1679,2024-06-15,8012,2003,104,4,2.0,TRY
1680,2024-06-15,8033,2002,106,6,1.5,TRY
1681,2024-06-16,8005,4001,103,10,15.0,TRY
1682,2024-06-16,8048,4004,105,4,2.4,TRY
1683,2024-06-16,8041,4002,110,9,27.0,TRY
1684,2024-06-16,8018,2006,106,1,0.25,TRY
1685,2024-06-16,8008,2003,109,7,3.5,AED
1686,2024-06-16,8031,2005,111,3,3.0,TRY
1687,2024-06-16,8026,2006,102,2,0.5,TRY
1688,2024-06-16,8055,2001,103,5,1.25,TRY
1689,2024-06-16,8010,2005,109,6,6.0,AED
1690,2024-06-16,8029,2001,106,9,2.25,TRY
1691,2024-06-16,8055,3001,103,3,1.5,TRY
1692,2024-06-17,8015,4005,104,5,1.5,TRY
1693,2024-06-17,8050,4004,101,2,1.2,TRY
1694,2024-06-17,8021,2003,112,1,0.5,TRY
1695,2024-06-17,8009,4002,104,1,3.0,TRY
1696,2024-06-17,8030,4004,112,7,4.2,TRY
1697,2024-06-17,8056,2002,105,6,1.5,TRY
1698,2024-06-17,8060,3003,104,5,5.0,TRY
1699,2024-06-17,8025,3001,102,9,4.5,TRY
1700,2024-06-17,8045,2004,105,4,1.0,TRY
1701,2024-06-18,8028,2005,108,7,7.0,TRY
1702,2024-06-18,8023,4002,101,10,30.0,TRY
1703,2024-06-18,8045,4005,105,7,2.1,TRY
1704,2024-06-18,8038,2001,103,4,1.0,TRY
1705,2024-06-18,8039,2006,111,6,1.5,TRY
1706,2024-06-18,8014,4004,105,4,2.4,TRY
1707,2024-06-18,8028,3003,102,4,4.0,TRY
1708,2024-06-18,8052,2006,102,6,1.5,TRY
1709,2024-06-18,8002,2003,104,10,5.0,TRY
1710,2024-06-18,8059,4004,111,4,2.4,TRY
1711,2024-06-18,8041,4002,107,2,6.0,TRY
1712,2024-06-18,8004,3003,105,2,2.0,TRY
1713,2024-06-18,8007,4003,105,9,7.2,TRY
1714,2024-06-18,8042,2002,109,7,1.75,AED
1715,2024-06-19,8057,2001,112,5,1.25,TRY
1716,2024-06-19,8011,2006,109,2,0.5,AED
1717,2024-06-19,8015,4004,103,3,1.8,TRY
1718,2024-06-19,8016,2002,105,6,1.5,TRY
1719,2024-06-19,8059,4003,104,7,5.6,TRY
1720,2024-06-19,8023,3002,111,8,8.0,TRY
1721,2024-06-19,8039,2001,102,7,1.75,TRY
1722,2024-06-19,8045,2007,105,3,0.75,TRY
1723,2024-06-19,8052,2006,101,10,2.5,TRY
1724,2024-06-19,8031,4001,101,4,6.0,TRY
1725,2024-06-19,8016,3002,105,7,7.0,TRY
1726,2024-06-19,8001,3001,106,5,2.5,TRY
1727,2024-06-19,8037,3002,102,8,8.0,TRY
1728,2024-06-19,8007,2004,105,4,1.0,TRY
1729,2024-06-20,8037,4005,102,4,1.2,TRY
1730,2024-06-20,8005,2007,112,10,2.5,TRY
1731,2024-06-20,8034,2004,105,9,2.25,TRY
1732,2024-06-20,8044,4005,108,1,0.3,EUR
1733,2024-06-20,8021,4004,103,9,5.4,TRY
1734,2024-06-20,8013,4003,108,7,5.6,EUR
1735,2024-06-20,8023,3002,102,8,8.0,TRY
1736,2024-06-20,8015,3001,104,3,1.5,TRY
1737,2024-06-20,8038,2003,103,4,2.0,TRY
1738,2024-06-20,8042,3002,109,1,1.0,AED
1739,2024-06-20,8015,4002,112,5,15.0,TRY
1740,2024-06-21,8059,4002,103,2,6.0,TRY
1741,2024-06-21,8021,4003,112,7,5.6,TRY
1742,2024-06-21,8019,4004,103,8,4.8,TRY
1743,2024-06-21,8040,4002,105,7,21.0,TRY
1744,2024-06-21,8001,3003,106,2,2.0,TRY
1745,2024-06-21,8040,3003,105,6,6.0,TRY
1746,2024-06-21,8003,2007,104,2,0.5,TRY
1747,2024-06-21,8010,2007,109,4,1.0,AED
1748,2024-06-21,8003,4001,104,8,12.0,TRY
1749,2024-06-21,8009,2001,104,7,1.75,TRY
1750,2024-06-22,8047,4001,103,9,13.5,TRY
1751,2024-06-22,8037,4004,111,7,4.2,TRY
1752,2024-06-22,8058,4001,106,3,4.5,TRY
1753,2024-06-22,8036,2001,102,8,2.0,TRY
1754,2024-06-22,8051,3001,102,1,0.5,TRY
1755,2024-06-22,8019,3003,112,7,7.0,TRY
1756,2024-06-22,8053,4001,104,2,3.0,TRY
1757,2024-06-23,8059,4005,112,1,0.3,TRY
1758,2024-06-23,8045,3001,105,8,4.0,TRY
1759,2024-06-23,8046,2001,108,2,0.5,EUR
1760,2024-06-23,8013,4005,108,6,1.8,EUR
1761,2024-06-23,8004,3003,105,6,6.0,TRY
1762,2024-06-23,8009,3002,104,7,7.0,TRY
1763,2024-06-24,8027,4002,105,10,30.0,TRY
1764,2024-06-24,8040,3002,105,1,1.0,TRY
1765,2024-06-24,8027,3001,105,3,1.5,TRY
1766,2024-06-24,8049,2003,111,10,5.0,TRY
1767,2024-06-24,8038,2006,109,7,1.75,TRY
1768,2024-06-24,8050,4004,102,9,5.4,TRY
1769,2024-06-24,8036,3003,111,3,3.0,TRY
1770,2024-06-24,8011,2007,109,8,2.0,AED
1771,2024-06-24,8054,2002,110,9,2.25,USD
1772,2024-06-25,8025,2001,111,6,1.5,TRY
1773,2024-06-25,8025,2007,101,7,1.75,TRY
1774,2024-06-25,8031,2003,101,2,1.0,TRY
1775,2024-06-25,8021,4003,112,5,4.0,TRY
1776,2024-06-25,8031,3001,101,7,3.5,TRY
1777,2024-06-25,8007,2002,105,8,2.0,TRY
1778,2024-06-25,8030,4003,103,8,6.4,TRY
1779,2024-06-25,8007,4004,105,8,4.8,TRY
1780,2024-06-25,8041,2007,104,7,1.75,TRY
1781,2024-06-26,8054,2001,110,6,1.5,USD
1782,2024-06-26,8006,2007,104,10,2.5,TRY
1783,2024-06-26,8037,4001,102,8,12.0,TRY
1784,2024-06-26,8015,4003,110,9,7.2,TRY
1785,2024-06-26,8047,3003,103,9,9.0,TRY
1786,2024-06-26,8019,2002,112,10,2.5,TRY
1787,2024-06-26,8028,3001,109,4,2.0,TRY
1788,2024-06-26,8028,4004,108,1,0.6,TRY
1789,2024-06-26,8056,2006,105,3,0.75,TRY
1790,2024-06-26,8059,2007,104,5,1.25,TRY
1791,2024-06-26,8023,2005,111,7,7.0,TRY
1792,2024-06-26,8025,3003,102,10,10.0,TRY
1793,2024-06-26,8004,3001,105,9,4.5,TRY
1794,2024-06-26,8054,2004,110,3,0.75,USD
1795,2024-06-27,8045,4004,105,10,6.0,TRY
1796,2024-06-27,8033,4004,106,7,4.2,TRY
1797,2024-06-27,8037,4005,101,9,2.7,TRY
1798,2024-06-27,8011,3002,109,5,5.0,AED
1799,2024-06-27,8034,4004,105,10,6.0,TRY
1800,2024-06-28,8040,3002,105,1,1.0,TRY
1801,2024-06-28,8060,2004,104,10,2.5,TRY
1802,2024-06-28,8024,4003,101,2,1.6,TRY
1803,2024-06-28,8007,4004,105,2,1.2,TRY
1804,2024-06-28,8008,2007,109,2,0.5,AED
1805,2024-06-28,8051,4002,111,2,6.0,TRY
1806,2024-06-28,8026,2005,101,7,7.0,TRY
1807,2024-06-28,8030,2004,112,10,2.5,TRY
1808,2024-06-28,8013,2001,108,6,1.5,EUR
1809,2024-06-28,8014,4003,105,8,6.4,TRY
1810,2024-06-29,8001,2005,106,7,7.0,TRY
1811,2024-06-29,8037,2003,111,7,3.5,TRY
1812,2024-06-29,8029,3003,106,2,2.0,TRY
1813,2024-06-29,8051,2003,111,5,2.5,TRY
1814,2024-06-29,8059,2002,101,8,2.0,TRY
1815,2024-06-29,8031,2007,101,8,2.0,TRY
1816,2024-06-30,8017,2002,101,3,0.75,TRY
1817,2024-06-30,8001,2003,106,2,1.0,TRY
1818,2024-06-30,8007,4005,105,3,0.9,TRY
1819,2024-06-30,8041,4005,105,5,1.5,TRY
1820,2024-06-30,8029,3001,106,1,0.5,TRY
1821,2024-06-30,8036,4003,102,3,2.4,TRY
1822,2024-07-01,8032,2007,103,1,0.25,TRY
1823,2024-07-01,8011,3002,109,7,7.0,AED
1824,2024-07-01,8031,4001,111,3,4.5,TRY
1825,2024-07-01,8011,3003,109,6,6.0,AED
1826,2024-07-01,8007,4004,105,7,4.2,TRY
1827,2024-07-01,8033,2007,106,8,2.0,TRY
1828,2024-07-01,8013,2001,108,7,1.75,EUR
1829,2024-07-01,8054,2007,110,10,2.5,USD
1830,2024-07-01,8050,4005,101,4,1.2,TRY
1831,2024-07-01,8007,4004,105,1,0.6,TRY
1832,2024-07-01,8024,3001,101,7,3.5,TRY
1833,2024-07-02,8027,4004,105,4,2.4,TRY
1834,2024-07-02,8021,2003,112,4,2.0,TRY
1835,2024-07-02,8007,2003,105,9,4.5,TRY
1836,2024-07-02,8055,3001,112,4,2.0,TRY
1837,2024-07-02,8043,4002,112,4,12.0,TRY
1838,2024-07-02,8003,2003,104,3,1.5,TRY
1839,2024-07-02,8049,2004,101,4,1.0,TRY
1840,2024-07-02,8037,4002,101,8,24.0,TRY
1841,2024-07-02,8039,4004,101,8,4.8,TRY
1842,2024-07-02,8029,3003,106,1,1.0,TRY
1843,2024-07-03,8008,3003,109,8,8.0,AED
1844,2024-07-03,8026,2002,101,3,0.75,TRY
1845,2024-07-03,8030,4002,112,1,3.0,TRY
1846,2024-07-03,8043,2006,112,3,0.75,TRY
1847,2024-07-03,8055,4004,103,6,3.6,TRY
1848,2024-07-03,8037,2006,102,6,1.5,TRY
1849,2024-07-03,8004,3002,105,7,7.0,TRY
1850,2024-07-03,8005,3002,103,9,9.0,TRY
1851,2024-07-03,8005,2006,112,4,1.0,TRY
1852,2024-07-03,8002,3002,109,6,6.0,TRY
1853,2024-07-03,8015,2002,106,7,1.75,TRY
1854,2024-07-03,8043,2006,112,1,0.25,TRY
1855,2024-07-03,8009,2005,104,3,3.0,TRY
1856,2024-07-04,8003,4005,104,1,0.3,TRY
1857,2024-07-04,8029,2001,106,3,0.75,TRY
1858,2024-07-04,8051,2007,101,1,0.25,TRY
1859,2024-07-04,8016,4004,105,7,4.2,TRY
1860,2024-07-04,8009,4002,104,3,9.0,TRY
1861,2024-07-04,8011,2007,109,1,0.25,AED
1862,2024-07-04,8028,4003,104,4,3.2,TRY
1863,2024-07-04,8014,4003,105,4,3.2,TRY
1864,2024-07-04,8022,4001,112,9,13.5,TRY
1865,2024-07-04,8035,2001,112,9,2.25,TRY
1866,2024-07-04,8055,2004,103,10,2.5,TRY
1867,2024-07-04,8058,2007,106,3,0.75,TRY
1868,2024-07-05,8015,2007,110,2,0.5,TRY
1869,2024-07-05,8032,2006,112,6,1.5,TRY
1870,2024-07-05,8032,4003,112,6,4.8,TRY
1871,2024-07-05,8026,2004,111,5,1.25,TRY
1872,2024-07-05,8047,3003,103,9,9.0,TRY
1873,2024-07-05,8034,3003,105,1,1.0,TRY
1874,2024-07-06,8043,2001,103,5,1.25,TRY
1875,2024-07-06,8037,2001,111,3,0.75,TRY
1876,2024-07-06,8049,4003,102,7,5.6,TRY
1877,2024-07-06,8044,4004,108,6,3.6,EUR
1878,2024-07-06,8059,4001,106,1,1.5,TRY
1879,2024-07-06,8035,2005,112,8,8.0,TRY
1880,2024-07-06,8032,2003,112,8,4.0,TRY
1881,2024-07-06,8003,4002,104,6,18.0,TRY
1882,2024-07-06,8014,2004,105,1,0.25,TRY
1883,2024-07-06,8043,2004,112,3,0.75,TRY
1884,2024-07-06,8045,4004,105,3,1.8,TRY
1885,2024-07-06,8030,4003,112,5,4.0,TRY
1886,2024-07-06,8017,4001,101,4,6.0,TRY
1887,2024-07-06,8011,2006,109,3,0.75,AED
1888,2024-07-07,8035,4005,112,8,2.4,TRY
1889,2024-07-07,8004,4004,105,6,3.6,TRY
1890,2024-07-07,8009,3001,104,1,0.5,TRY
1891,2024-07-07,8018,2004,106,10,2.5,TRY
1892,2024-07-07,8016,2005,105,10,10.0,TRY
1893,2024-07-07,8037,2006,101,1,0.25,TRY
1894,2024-07-07,8043,2001,103,2,0.5,TRY
1895,2024-07-07,8033,2004,106,6,1.5,TRY
1896,2024-07-07,8056,2001,105,10,2.5,TRY
1897,2024-07-07,8033,4003,106,3,2.4,TRY
1898,2024-07-07,8038,2005,111,3,3.0,TRY
1899,2024-07-08,8034,2006,105,9,2.25,TRY
1900,2024-07-08,8016,3002,105,3,3.0,TRY
1901,2024-07-08,8050,2007,111,8,2.0,TRY
1902,2024-07-08,8028,2001,109,8,2.0,TRY
1903,2024-07-08,8050,2006,111,8,2.0,TRY
1904,2024-07-08,8055,2003,112,10,5.0,TRY
1905,2024-07-09,8002,4002,105,6,18.0,TRY
1906,2024-07-09,8052,2004,102,10,2.5,TRY
1907,2024-07-09,8036,2006,101,2,0.5,TRY
1908,2024-07-09,8007,2001,105,7,1.75,TRY
1909,2024-07-09,8058,2007,106,1,0.25,TRY
1910,2024-07-09,8047,2005,112,7,7.0,TRY
1911,2024-07-09,8049,3003,101,5,5.0,TRY
1912,2024-07-09,8045,2003,105,9,4.5,TRY
1913,2024-07-09,8017,4001,102,8,12.0,TRY
1914,2024-07-09,8012,2001,104,3,0.75,TRY
1915,2024-07-10,8012,2001,104,6,1.5,TRY
1916,2024-07-10,8035,2006,103,7,1.75,TRY
1917,2024-07-10,8057,4001,112,3,4.5,TRY
1918,2024-07-10,8039,2001,111,8,2.0,TRY
1919,2024-07-10,8046,4004,108,2,1.2,EUR
1920,2024-07-10,8018,2001,106,3,0.75,TRY
1921,2024-07-10,8011,2005,109,2,2.0,AED
1922,2024-07-10,8005,2007,112,3,0.75,TRY
1923,2024-07-10,8002,2004,109,6,1.5,TRY
1924,2024-07-10,8019,2001,112,5,1.25,TRY
1925,2024-07-10,8005,4003,112,10,8.0,TRY
1926,2024-07-10,8042,2003,109,1,0.5,AED
1927,2024-07-10,8010,2003,109,10,5.0,AED
1928,2024-07-10,8006,2001,108,7,1.75,TRY
1929,2024-07-11,8057,3003,112,7,7.0,TRY
1930,2024-07-11,8016,3002,105,2,2.0,TRY
1931,2024-07-11,8060,2001,104,5,1.25,TRY
1932,2024-07-11,8008,4005,109,6,1.8,AED
1933,2024-07-11,8016,2007,105,1,0.25,TRY
1934,2024-07-11,8059,3001,112,4,2.0,TRY
1935,2024-07-11,8025,2002,102,8,2.0,TRY
1936,2024-07-11,8007,4003,105,7,5.6,TRY
1937,2024-07-11,8041,4001,101,8,12.0,TRY
1938,2024-07-11,8029,2006,106,3,0.75,TRY
1939,2024-07-11,8038,2004,111,10,2.5,TRY
1940,2024-07-11,8044,2001,108,7,1.75,EUR
1941,2024-07-12,8045,2001,105,10,2.5,TRY
1942,2024-07-12,8051,4002,111,6,18.0,TRY
1943,2024-07-12,8015,2007,107,4,1.0,TRY
1944,2024-07-12,8056,3001,105,6,3.0,TRY
1945,2024-07-12,8025,3002,101,9,9.0,TRY
1946,2024-07-12,8009,2001,104,1,0.25,TRY
1947,2024-07-12,8006,2007,109,1,0.25,TRY
1948,2024-07-12,8055,2005,112,3,3.0,TRY
1949,2024-07-13,8033,2007,106,8,2.0,TRY
1950,2024-07-13,8025,3002,102,6,6.0,TRY
1951,2024-07-13,8030,2005,103,9,9.0,TRY
1952,2024-07-13,8040,2006,105,9,2.25,TRY
1953,2024-07-13,8041,2004,104,8,2.0,TRY
1954,2024-07-13,8006,2002,103,4,1.0,TRY
1955,2024-07-13,8050,4002,102,7,21.0,TRY
1956,2024-07-14,8048,4005,105,1,0.3,TRY
1957,2024-07-14,8058,4004,106,8,4.8,TRY
1958,2024-07-14,8004,3002,105,2,2.0,TRY
1959,2024-07-14,8006,3002,102,6,6.0,TRY
1960,2024-07-14,8016,2003,105,2,1.0,TRY
1961,2024-07-15,8016,3002,105,7,7.0,TRY
1962,2024-07-15,8003,2006,104,3,0.75,TRY
1963,2024-07-15,8050,2001,102,5,1.25,TRY
1964,2024-07-15,8048,2002,105,3,0.75,TRY
1965,2024-07-15,8013,2003,108,4,2.0,EUR
1966,2024-07-15,8045,4003,105,6,4.8,TRY
1967,2024-07-15,8023,2005,102,7,7.0,TRY
1968,2024-07-15,8026,4004,111,10,6.0,TRY
1969,2024-07-15,8054,2004,110,1,0.25,USD
1970,2024-07-15,8054,4005,110,3,0.9,USD
1971,2024-07-15,8009,4001,104,2,3.0,TRY
1972,2024-07-15,8056,3003,105,3,3.0,TRY
1973,2024-07-15,8015,2002,107,1,0.25,TRY
1974,2024-07-15,8038,4003,104,3,2.4,TRY
1975,2024-07-15,8058,4002,106,5,15.0,TRY
1976,2024-07-16,8036,2004,102,8,2.0,TRY
1977,2024-07-16,8026,4004,102,1,0.6,TRY
1978,2024-07-16,8046,2003,108,10,5.0,EUR
1979,2024-07-16,8048,3001,105,9,4.5,TRY
1980,2024-07-16,8004,2007,105,1,0.25,TRY
1981,2024-07-16,8001,2005,106,1,1.0,TRY
1982,2024-07-16,8026,2007,102,5,1.25,TRY
1983,2024-07-16,8004,4002,105,6,18.0,TRY
1984,2024-07-16,8040,4003,105,2,1.6,TRY
1985,2024-07-16,8040,2004,105,4,1.0,TRY
1986,2024-07-16,8019,4003,112,7,5.6,TRY
1987,2024-07-16,8008,4003,109,9,7.2,AED
1988,2024-07-17,8051,2002,111,5,1.25,TRY
1989,2024-07-17,8004,4005,105,2,0.6,TRY
1990,2024-07-17,8046,2005,108,4,4.0,EUR
1991,2024-07-17,8035,2001,103,10,2.5,TRY
1992,2024-07-17,8007,4004,105,9,5.4,TRY
1993,2024-07-18,8012,2001,104,3,0.75,TRY
1994,2024-07-18,8006,2005,111,6,6.0,TRY
1995,2024-07-18,8029,3002,106,3,3.0,TRY
1996,2024-07-18,8016,2004,105,10,2.5,TRY
1997,2024-07-18,8038,4001,109,2,3.0,TRY
1998,2024-07-18,8008,4004,109,5,3.0,AED
1999,2024-07-18,8052,3001,111,7,3.5,TRY
2000,2024-07-18,8040,4002,105,6,18.0,TRY
2001,2024-07-18,8035,2004,103,2,0.5,TRY
2002,2024-07-19,8047,4005,112,6,1.8,TRY
2003,2024-07-19,8020,2007,106,7,1.75,TRY
2004,2024-07-19,8008,2007,109,1,0.25,AED
2005,2024-07-19,8023,4001,111,7,10.5,TRY
2006,2024-07-19,8055,3002,103,7,7.0,TRY
2007,2024-07-19,8039,3002,102,6,6.0,TRY
2008,2024-07-19,8007,4003,105,10,8.0,TRY
2009,2024-07-19,8053,3003,104,2,2.0,TRY
2010,2024-07-19,8011,2003,109,4,2.0,AED
2011,2024-07-19,8039,2004,102,2,0.5,TRY
2012,2024-07-19,8007,4002,105,5,15.0,TRY
2013,2024-07-19,8043,4003,103,10,8.0,TRY
2014,2024-07-19,8015,4005,112,7,2.1,TRY
2015,2024-07-20,8017,2004,101,4,1.0,TRY
2016,2024-07-20,8041,4001,112,8,12.0,TRY
2017,2024-07-20,8004,2007,105,9,2.25,TRY
2018,2024-07-20,8032,2002,103,4,1.0,TRY
2019,2024-07-20,8004,3003,105,7,7.0,TRY
2020,2024-07-20,8058,4003,106,6,4.8,TRY
2021,2024-07-20,8058,4004,106,1,0.6,TRY
2022,2024-07-20,8021,4005,103,9,2.7,TRY
2023,2024-07-20,8035,4003,112,1,0.8,TRY
2024,2024-07-20,8032,3001,103,3,1.5,TRY
2025,2024-07-21,8029,2007,106,1,0.25,TRY
2026,2024-07-21,8003,2006,104,6,1.5,TRY
2027,2024-07-21,8053,2005,104,5,5.0,TRY
2028,2024-07-21,8024,3002,102,1,1.0,TRY
2029,2024-07-21,8007,2001,105,4,1.0,TRY
2030,2024-07-21,8022,4003,112,9,7.2,TRY
2031,2024-07-22,8019,3001,103,8,4.0,TRY
2032,2024-07-22,8015,4001,111,6,9.0,TRY
2033,2024-07-22,8012,2002,104,6,1.5,TRY
2034,2024-07-22,8023,2003,102,5,2.5,TRY
2035,2024-07-22,8034,3003,105,3,3.0,TRY
2036,2024-07-22,8033,4005,106,1,0.3,TRY
2037,2024-07-22,8008,2006,109,5,1.25,AED
2038,2024-07-23,8046,2006,108,2,0.5,EUR
2039,2024-07-23,8044,4005,108,10,3.0,EUR
2040,2024-07-23,8037,2004,111,6,1.5,TRY
2041,2024-07-23,8056,4005,105,6,1.8,TRY
2042,2024-07-23,8026,2005,101,5,5.0,TRY
2043,2024-07-23,8022,4002,112,6,18.0,TRY
2044,2024-07-23,8010,2006,109,7,1.75,AED
2045,2024-07-23,8043,2005,103,10,10.0,TRY
2046,2024-07-23,8041,2003,105,8,4.0,TRY
2047,2024-07-23,8045,4003,105,9,7.2,TRY
2048,2024-07-23,8031,2007,102,9,2.25,TRY
2049,2024-07-24,8012,4001,104,10,15.0,TRY
2050,2024-07-24,8038,2007,101,9,2.25,TRY
2051,2024-07-24,8010,4004,109,9,5.4,AED
2052,2024-07-24,8059,4001,102,3,4.5,TRY
2053,2024-07-24,8002,2007,101,1,0.25,TRY
2054,2024-07-24,8048,3001,105,9,4.5,TRY
2055,2024-07-24,8038,3003,109,9,9.0,TRY
2056,2024-07-25,8027,4004,105,6,3.6,TRY
2057,2024-07-25,8032,2007,103,9,2.25,TRY
2058,2024-07-25,8060,2007,104,1,0.25,TRY
2059,2024-07-25,8014,4003,105,10,8.0,TRY
2060,2024-07-25,8004,3003,105,2,2.0,TRY
2061,2024-07-25,8019,2003,112,1,0.5,TRY
2062,2024-07-25,8013,2001,108,3,0.75,EUR
2063,2024-07-25,8034,2003,105,6,3.0,TRY
2064,2024-07-25,8026,4004,101,8,4.8,TRY
2065,2024-07-26,8004,2007,105,6,1.5,TRY
2066,2024-07-26,8034,3002,105,2,2.0,TRY
2067,2024-07-26,8023,3001,102,10,5.0,TRY
2068,2024-07-26,8035,3003,103,7,7.0,TRY
2069,2024-07-26,8017,2003,101,2,1.0,TRY
2070,2024-07-26,8020,4001,106,4,6.0,TRY
2071,2024-07-26,8004,2005,105,8,8.0,TRY
2072,2024-07-26,8059,3003,105,2,2.0,TRY
2073,2024-07-26,8044,2006,108,3,0.75,EUR
2074,2024-07-26,8046,4004,108,6,3.6,EUR
2075,2024-07-26,8050,2006,111,6,1.5,TRY
2076,2024-07-26,8004,2001,105,3,0.75,TRY
2077,2024-07-27,8028,3002,102,5,5.0,TRY
2078,2024-07-27,8035,4005,112,1,0.3,TRY
2079,2024-07-27,8027,2006,105,3,0.75,TRY
2080,2024-07-27,8024,4002,111,4,12.0,TRY
2081,2024-07-27,8015,4001,110,9,13.5,TRY
2082,2024-07-27,8043,2001,103,4,1.0,TRY
2083,2024-07-27,8008,2002,109,2,0.5,AED
2084,2024-07-27,8009,2004,104,10,2.5,TRY
2085,2024-07-27,8011,3002,109,10,10.0,AED
2086,2024-07-27,8002,2006,102,4,1.0,TRY
2087,2024-07-27,8022,4005,112,6,1.8,TRY
2088,2024-07-27,8028,2004,102,7,1.75,TRY
2089,2024-07-27,8011,4001,109,6,9.0,AED
2090,2024-07-27,8044,4001,108,6,9.0,EUR
2091,2024-07-27,8054,2002,110,8,2.0,USD
2092,2024-07-28,8003,4004,104,1,0.6,TRY
2093,2024-07-28,8016,2007,105,10,2.5,TRY
2094,2024-07-28,8025,2003,101,4,2.0,TRY
2095,2024-07-28,8048,2005,105,2,2.0,TRY
2096,2024-07-28,8032,3002,112,3,3.0,TRY
2097,2024-07-28,8011,4002,109,8,24.0,AED
2098,2024-07-28,8049,4002,102,10,30.0,TRY
2099,2024-07-28,8006,4001,109,8,12.0,TRY
2100,2024-07-28,8054,2003,110,10,5.0,USD
2101,2024-07-29,8037,4001,111,3,4.5,TRY
2102,2024-07-29,8002,2001,111,3,0.75,TRY
2103,2024-07-29,8015,4002,110,5,15.0,TRY
2104,2024-07-29,8056,3002,105,10,10.0,TRY
2105,2024-07-29,8055,4004,103,9,5.4,TRY
2106,2024-07-30,8018,3003,106,7,7.0,TRY
2107,2024-07-30,8055,3003,103,1,1.0,TRY
2108,2024-07-30,8020,2006,106,7,1.75,TRY
2109,2024-07-30,8054,2002,110,4,1.0,USD
2110,2024-07-30,8038,2002,104,10,2.5,TRY
2111,2024-07-30,8020,3001,106,3,1.5,TRY
2112,2024-07-30,8021,2007,112,8,2.0,TRY
2113,2024-07-30,8034,4002,105,4,12.0,TRY
2114,2024-07-30,8054,3001,110,5,2.5,USD
2115,2024-07-30,8018,3002,106,8,8.0,TRY
2116,2024-07-31,8043,3003,112,7,7.0,TRY
2117,2024-07-31,8046,4004,108,3,1.8,EUR
2118,2024-07-31,8014,2001,105,4,1.0,TRY
2119,2024-07-31,8055,4001,103,7,10.5,TRY
2120,2024-07-31,8037,4002,101,8,24.0,TRY
2121,2024-07-31,8059,2005,102,3,3.0,TRY
2122,2024-07-31,8021,4002,103,9,27.0,TRY
2123,2024-07-31,8044,2002,108,9,2.25,EUR
2124,2024-07-31,8056,4001,105,8,12.0,TRY
2125,2024-07-31,8017,2003,101,7,3.5,TRY
2126,2024-07-31,8052,4002,111,7,21.0,TRY
2127,2024-07-31,8002,2006,102,6,1.5,TRY
2128,2024-07-31,8030,4002,112,9,27.0,TRY
2129,2024-08-01,8042,2003,109,3,1.5,AED
2130,2024-08-01,8032,2006,112,3,0.75,TRY
2131,2024-08-01,8015,2006,103,9,2.25,TRY
2132,2024-08-01,8057,3002,112,7,7.0,TRY
2133,2024-08-01,8031,2003,102,2,1.0,TRY
2134,2024-08-01,8036,3003,102,7,7.0,TRY
2135,2024-08-01,8027,2002,105,9,2.25,TRY
2136,2024-08-01,8014,2007,105,6,1.5,TRY
2137,2024-08-01,8025,2007,111,10,2.5,TRY
2138,2024-08-02,8015,2004,107,9,2.25,TRY
2139,2024-08-02,8024,3002,102,4,4.0,TRY
2140,2024-08-02,8004,2003,105,7,3.5,TRY
2141,2024-08-02,8009,4004,104,8,4.8,TRY
2142,2024-08-02,8026,2006,101,2,0.5,TRY
2143,2024-08-02,8055,4001,103,10,15.0,TRY
2144,2024-08-02,8025,2007,102,6,1.5,TRY
2145,2024-08-02,8045,4002,105,4,12.0,TRY
2146,2024-08-02,8048,3003,105,8,8.0,TRY
2147,2024-08-02,8036,2001,102,10,2.5,TRY
2148,2024-08-02,8034,4004,105,5,3.0,TRY
2149,2024-08-02,8059,2005,111,1,1.0,TRY
2150,2024-08-02,8046,4005,108,8,2.4,EUR
2151,2024-08-02,8025,2007,102,6,1.5,TRY
2152,2024-08-02,8017,3003,111,5,5.0,TRY
2153,2024-08-03,8011,3002,109,8,8.0,AED
2154,2024-08-03,8001,2006,106,5,1.25,TRY
2155,2024-08-03,8044,4002,108,4,12.0,EUR
2156,2024-08-03,8036,4005,102,6,1.8,TRY
2157,2024-08-03,8004,3001,105,9,4.5,TRY
2158,2024-08-03,8020,2004,106,2,0.5,TRY
2159,2024-08-03,8033,4001,106,4,6.0,TRY
2160,2024-08-03,8009,2004,104,9,2.25,TRY
2161,2024-08-03,8008,2003,109,1,0.5,AED
2162,2024-08-03,8007,3001,105,8,4.0,TRY
2163,2024-08-03,8022,4004,103,7,4.2,TRY
2164,2024-08-03,8016,2005,105,7,7.0,TRY
2165,2024-08-04,8013,4004,108,1,0.6,EUR
2166,2024-08-04,8039,2001,102,9,2.25,TRY
2167,2024-08-04,8017,4005,102,9,2.7,TRY
2168,2024-08-04,8060,3001,104,2,1.0,TRY
2169,2024-08-04,8018,2004,106,4,1.0,TRY
2170,2024-08-04,8025,3002,102,7,7.0,TRY
2171,2024-08-04,8020,3001,106,6,3.0,TRY
2172,2024-08-04,8013,4004,108,5,3.0,EUR
2173,2024-08-04,8048,4003,105,9,7.2,TRY
2174,2024-08-04,8040,2001,105,8,2.0,TRY
2175,2024-08-04,8046,4004,108,1,0.6,EUR
2176,2024-08-05,8041,4003,110,6,4.8,TRY
