Tarih,SorumluID,UrunID,Hedef_Adet,Hedef_KG,Hedef_Net_Satis,Hedef_EBIT
2024-06-03,105,2006,7,1.75,3699.15,1398.37
2024-06-03,105,2007,11,2.75,5371.51,1891.74
2024-06-03,105,4002,5,15.0,12658.06,2007.24
2024-06-03,106,3003,10,10.0,5044.36,1581.04
2024-06-03,106,4001,11,16.5,27342.25,10464.65
2024-06-03,108,2001,4,1.0,2197.59,635.13
2024-06-03,108,3003,6,6.0,3229.52,935.19
2024-06-03,109,3003,6,6.0,3266.1,900.91
2024-06-03,111,2007,2,0.5,1094.61,354.98
2024-06-03,111,3001,2,1.0,1039.1,402.74
2024-06-03,111,4003,6,4.8,16011.38,5163.5
2024-06-03,112,2004,11,2.75,5474.61,1861.34
2024-06-03,112,3003,9,9.0,4702.0,1512.74
2024-06-04,101,2001,2,0.5,1079.48,360.16
2024-06-04,102,2004,3,0.75,1605.73,518.43
2024-06-04,102,4003,2,1.6,5215.81,1786.26
2024-06-04,102,4004,9,5.4,23922.15,8575.17
2024-06-04,103,2002,10,2.5,5071.01,1820.63
2024-06-04,103,2007,10,2.5,5079.8,1662.49
2024-06-04,104,2003,10,5.0,4955.68,1666.81
2024-06-04,105,4005,2,0.6,5221.93,1707.18
2024-06-04,106,2003,5,2.5,2528.39,919.45
2024-06-04,106,2004,10,2.5,4892.72,1786.14
2024-06-04,106,4002,1,3.0,2728.58,368.23
2024-06-04,109,2007,2,0.5,1078.0,393.12
2024-06-04,111,3001,7,3.5,3788.72,1431.25
2024-06-05,102,3001,7,3.5,3589.11,1112.48
2024-06-05,102,3002,10,10.0,4936.44,1856.39
2024-06-05,102,4004,2,1.2,5162.06,1762.72
2024-06-05,104,4002,1,3.0,2692.85,437.92
2024-06-05,105,4002,8,24.0,21059.01,2321.94
2024-06-05,109,2001,8,2.0,3842.02,904.61
2024-06-05,109,2007,3,0.75,1620.63,414.22
2024-06-05,111,2005,5,5.0,2571.78,914.2
2024-06-05,112,3003,10,10.0,4939.88,1558.18
2024-06-06,101,3001,8,4.0,4040.66,1398.42
2024-06-06,104,4001,10,15.0,26007.29,9022.35
2024-06-06,105,2006,7,1.75,3720.25,1242.51
2024-06-06,111,4004,10,6.0,24280.0,9011.55
2024-06-06,112,2002,1,0.25,539.15,184.64
2024-06-06,112,3002,10,10.0,5139.94,1801.66
2024-06-07,101,3002,7,7.0,3594.86,1435.7
2024-06-07,103,2004,8,2.0,4252.64,1360.83
2024-06-07,103,3003,3,3.0,1652.95,627.57
2024-06-07,105,2004,5,1.25,2741.46,1049.57
2024-06-07,111,4003,1,0.8,2643.47,973.03
2024-06-08,102,4004,1,0.6,2627.55,944.2
2024-06-08,103,2006,3,0.75,1623.11,565.21
2024-06-08,104,4002,4,12.0,10869.15,1711.11
2024-06-08,108,4005,4,1.2,10476.54,2121.42
2024-06-08,112,3002,6,6.0,3199.48,1105.66
2024-06-09,101,2002,3,0.75,1634.4,517.76
2024-06-09,103,4002,4,12.0,10300.16,1347.2
2024-06-09,104,2004,3,0.75,1533.37,479.09
2024-06-09,104,4005,7,2.1,18220.14,5420.85
2024-06-09,109,2002,4,1.0,2180.83,604.26
2024-06-09,109,4003,2,1.6,5399.72,2038.19
2024-06-09,112,4001,2,3.0,5423.47,1990.41
2024-06-09,112,4004,7,4.2,18132.71,5658.77
2024-06-10,102,2004,5,1.25,2544.18,871.4
2024-06-10,103,4004,8,4.8,20223.12,6502.55
2024-06-10,105,4004,6,3.6,16326.41,5396.8
2024-06-10,106,3001,1,0.5,520.44,197.69
2024-06-10,112,2007,4,1.0,2075.89,663.19
2024-06-11,101,2005,2,2.0,1036.02,348.9
2024-06-11,101,2007,9,2.25,4331.35,1626.82
2024-06-11,104,2007,1,0.25,506.62,186.38
2024-06-11,105,2004,7,1.75,3771.67,1320.19
2024-06-11,105,3003,8,8.0,4065.59,1585.88
2024-06-11,105,4002,11,33.0,26429.79,3708.53
2024-06-11,109,3002,6,6.0,3085.77,965.44
2024-06-11,111,3002,7,7.0,3722.52,1206.74
2024-06-11,112,4001,3,4.5,7942.17,2758.66
2024-06-11,112,4002,7,21.0,18143.82,2323.49
2024-06-12,101,4002,1,3.0,2555.54,379.77
2024-06-12,102,3003,9,9.0,4332.4,1580.89
2024-06-12,104,4001,11,16.5,27144.16,10350.16
2024-06-12,105,2005,6,6.0,3241.95,1165.84
2024-06-12,105,3002,9,9.0,4592.91,1746.06
2024-06-12,105,3003,8,8.0,3860.77,1518.24
2024-06-12,109,2001,2,0.5,1093.68,279.37
2024-06-12,109,2002,4,1.0,2016.06,526.82
2024-06-12,110,4001,7,10.5,18689.74,5452.27
2024-06-12,111,2005,8,8.0,4319.78,1638.38
2024-06-12,111,4004,8,4.8,20704.17,7526.68
2024-06-12,112,2001,7,1.75,3658.19,1296.48
2024-06-13,103,4002,2,6.0,5385.12,642.65
2024-06-13,105,2005,4,4.0,2187.6,803.92
2024-06-13,105,4001,11,16.5,27178.07,9102.63
2024-06-13,105,4004,8,4.8,21144.42,7129.99
2024-06-13,109,2005,3,3.0,1549.65,407.45
2024-06-13,112,4003,2,1.6,5158.11,1881.09
2024-06-14,101,2002,3,0.75,1524.52,475.37
2024-06-14,102,4001,9,13.5,21973.81,8062.73
2024-06-14,103,2007,1,0.25,513.54,186.02
2024-06-14,103,3002,6,6.0,3082.31,1090.05
2024-06-14,104,2004,7,1.75,3664.77,1247.44
2024-06-14,108,2005,2,2.0,1036.35,245.33
2024-06-14,111,4002,7,21.0,18404.43,2864.77
2024-06-14,112,2006,5,1.25,2627.81,944.84
2024-06-14,112,2007,1,0.25,550.84,186.22
2024-06-14,112,4002,2,6.0,5265.7,869.36
2024-06-15,101,3001,1,0.5,532.11,176.41
2024-06-15,101,4002,4,12.0,10527.79,1602.29
2024-06-15,103,4001,3,4.5,7670.47,2794.3
2024-06-15,104,2003,4,2.0,2024.75,675.01
2024-06-15,104,2005,5,5.0,2687.21,992.32
2024-06-15,104,4005,9,2.7,23888.95,6947.91
2024-06-15,105,4003,2,1.6,5361.72,1916.46
2024-06-15,106,2002,6,1.5,3073.68,1058.44
2024-06-15,106,2005,10,10.0,4914.77,1663.73
2024-06-15,109,4004,11,6.6,26768.64,7861.28
2024-06-15,110,4004,6,3.6,16411.91,4047.87
2024-06-15,111,2004,10,2.5,4847.03,1633.81
2024-06-15,111,3003,8,8.0,3855.86,1325.91
2024-06-15,112,2006,6,1.5,3114.56,1052.33
2024-06-16,102,2006,2,0.5,1048.62,366.83
2024-06-16,103,2001,5,1.25,2702.04,917.19
2024-06-16,103,3001,3,1.5,1596.24,607.17
2024-06-16,103,4001,11,16.5,26610.28,8960.99
2024-06-16,105,4004,4,2.4,10500.65,3513.45
2024-06-16,106,2001,9,2.25,4566.72,1653.76
2024-06-16,106,2006,1,0.25,537.34,210.48
2024-06-16,109,2003,7,3.5,3721.48,894.53
2024-06-16,109,2005,6,6.0,3040.48,797.84
2024-06-16,110,4002,10,30.0,24244.64,3260.61
2024-06-16,111,2005,3,3.0,1566.31,608.34
2024-06-17,101,4004,2,1.2,5079.63,1767.24
2024-06-17,102,3001,9,4.5,4670.01,1687.91
2024-06-17,104,3003,5,5.0,2663.77,954.59
2024-06-17,104,4002,1,3.0,2575.89,378.8
2024-06-17,104,4005,5,1.5,13439.88,3857.92
2024-06-17,105,2002,6,1.5,3224.49,1081.95
2024-06-17,105,2004,4,1.0,2173.5,770.57
2024-06-17,112,2003,1,0.5,525.97,197.67
2024-06-17,112,4004,7,4.2,18114.11,5607.39
2024-06-18,101,4002,11,33.0,27077.49,3288.39
2024-06-18,102,2006,6,1.5,3236.72,1250.72
2024-06-18,102,3003,4,4.0,2148.08,723.18
2024-06-18,103,2001,4,1.0,2177.12,832.16
2024-06-18,104,2003,11,5.5,5286.54,2062.62
2024-06-18,105,3003,2,2.0,1087.25,377.15
2024-06-18,105,4003,9,7.2,23693.46,7938.09
2024-06-18,105,4004,4,2.4,10371.41,3685.12
2024-06-18,105,4005,8,2.4,19292.54,5881.08
2024-06-18,107,4002,2,6.0,5493.0,853.53
2024-06-18,108,2005,7,7.0,3693.29,1289.89
2024-06-18,109,2002,7,1.75,3560.36,988.61
2024-06-18,111,2006,6,1.5,3190.3,1068.56
2024-06-18,111,4004,4,2.4,10759.3,4035.33
2024-06-19,101,2006,10,2.5,5221.31,1838.66
2024-06-19,101,4001,4,6.0,11001.47,3991.98
2024-06-19,102,2001,7,1.75,3744.95,1372.16
2024-06-19,102,3002,8,8.0,4247.91,1622.59
2024-06-19,103,4004,3,1.8,8238.42,2880.84
2024-06-19,104,4003,7,5.6,18811.61,6610.95
2024-06-19,105,2002,6,1.5,3253.28,1281.15
2024-06-19,105,2004,4,1.0,2060.8,707.35
2024-06-19,105,2007,3,0.75,1647.43,581.13
2024-06-19,105,3002,7,7.0,3653.39,1307.24
2024-06-19,106,3001,5,2.5,2604.39,903.83
2024-06-19,109,2006,2,0.5,1075.84,301.66
2024-06-19,111,3002,8,8.0,4290.9,1582.2
2024-06-19,112,2001,5,1.25,2652.33,940.08
2024-06-20,102,3002,8,8.0,4052.47,1283.43
2024-06-20,102,4005,4,1.2,10422.67,2907.31
2024-06-20,103,2003,4,2.0,2192.71,797.12
2024-06-20,103,4004,9,5.4,23671.2,8142.07
2024-06-20,104,3001,3,1.5,1605.96,549.33
2024-06-20,105,2004,9,2.25,4549.93,1597.17
2024-06-20,108,4003,7,5.6,18833.99,4517.63
2024-06-20,108,4005,1,0.3,2647.33,586.54
2024-06-20,109,3002,1,1.0,529.56,149.13
2024-06-20,112,2007,10,2.5,5222.24,1679.01
2024-06-20,112,4002,5,15.0,12940.97,1920.12
2024-06-21,103,4002,2,6.0,5480.21,618.11
2024-06-21,103,4004,8,4.8,20530.23,7721.84
2024-06-21,104,2001,7,1.75,3571.7,1247.37
2024-06-21,104,2007,2,0.5,1013.4,322.19
2024-06-21,104,4001,8,12.0,20915.35,7724.57
2024-06-21,105,3003,6,6.0,3036.06,1037.02
2024-06-21,105,4002,7,21.0,18398.37,2561.82
2024-06-21,106,3003,2,2.0,1011.55,348.3
2024-06-21,109,2007,4,1.0,2187.43,666.43
2024-06-21,112,4003,7,5.6,18567.65,6209.12
2024-06-22,102,2001,8,2.0,4128.25,1430.97
2024-06-22,102,3001,1,0.5,519.33,185.01
2024-06-22,103,4001,9,13.5,23057.13,7142.27
2024-06-22,104,4001,2,3.0,5309.04,1861.69
2024-06-22,106,4001,3,4.5,7850.34,2381.45
2024-06-22,111,4004,8,4.8,19264.01,6285.15
2024-06-22,112,3003,7,7.0,3827.04,1368.35
2024-06-23,104,3002,7,7.0,3626.41,1344.78
2024-06-23,105,3001,8,4.0,4067.05,1469.2
2024-06-23,105,3003,6,6.0,3195.26,1097.96
2024-06-23,108,2001,2,0.5,1012.77,248.84
2024-06-23,108,4005,6,1.8,16522.76,3238.08
2024-06-23,112,4005,1,0.3,2633.78,739.51
2024-06-24,102,4004,9,5.4,22866.62,7398.94
2024-06-24,105,3001,3,1.5,1579.61,580.72
2024-06-24,105,3002,1,1.0,530.02,188.02
2024-06-24,105,4002,10,30.0,25577.91,3666.58
2024-06-24,109,2006,7,1.75,3828.7,1323.86
2024-06-24,109,2007,8,2.0,4115.24,1155.65
2024-06-24,110,2002,10,2.5,4819.14,1191.57
2024-06-24,111,2003,10,5.0,5128.8,1642.05
2024-06-24,111,3003,3,3.0,1540.33,610.74
2024-06-25,101,2003,2,1.0,1032.18,334.93
2024-06-25,101,2007,7,1.75,3549.95,1311.01
2024-06-25,101,3001,7,3.5,3783.86,1232.65
2024-06-25,103,4003,8,6.4,21255.5,7414.31
2024-06-25,104,2007,7,1.75,3712.24,1347.41
2024-06-25,105,2002,8,2.0,4051.96,1508.81
2024-06-25,105,4004,8,4.8,21213.58,7725.31
2024-06-25,111,2001,6,1.5,3224.24,1145.75
2024-06-25,112,4003,5,4.0,12839.61,4742.91
2024-06-26,102,3003,10,10.0,5070.62,1680.47
2024-06-26,102,4001,8,12.0,21098.42,7633.44
2024-06-26,103,3003,9,9.0,4617.47,1670.09
2024-06-26,104,2007,16,4.0,7889.37,2816.6
2024-06-26,105,2006,3,0.75,1636.96,583.03
2024-06-26,105,3001,10,5.0,4839.22,1689.07
2024-06-26,108,4004,1,0.6,2569.47,911.88
2024-06-26,109,3001,4,2.0,2066.11,666.96
2024-06-26,110,2001,6,1.5,3097.29,809.2
2024-06-26,110,2004,3,0.75,1606.69,412.04
2024-06-26,110,4003,9,7.2,23786.48,7602.03
2024-06-26,111,2005,7,7.0,3620.74,1263.95
2024-06-26,112,2002,10,2.5,5085.4,1606.47
2024-06-27,101,4005,9,2.7,23945.44,7743.79
2024-06-27,105,4004,22,13.2,54297.22,20411.77
2024-06-27,106,4004,8,4.8,19215.45,6884.51
2024-06-27,109,3002,5,5.0,2543.62,724.56
2024-06-28,101,2005,7,7.0,3834.22,1368.88
2024-06-28,101,4003,2,1.6,5160.79,1733.07
2024-06-28,104,2004,11,2.75,5297.81,1890.07
2024-06-28,105,3002,1,1.0,512.37,173.36
2024-06-28,105,4003,8,6.4,20175.76,7028.62
2024-06-28,105,4004,2,1.2,5400.87,1758.96
2024-06-28,108,2001,6,1.5,3029.08,821.01
2024-06-28,109,2007,2,0.5,1055.25,307.54
2024-06-28,111,4002,2,6.0,5145.15,621.86
2024-06-28,112,2004,11,2.75,5380.43,1814.62
2024-06-29,101,2002,8,2.0,4089.19,1594.7
2024-06-29,101,2007,9,2.25,4332.28,1476.22
2024-06-29,106,2005,7,7.0,3698.76,1253.91
2024-06-29,106,3003,2,2.0,1042.94,386.94
2024-06-29,111,2003,13,6.5,6522.15,2246.97
2024-06-30,101,2002,3,0.75,1517.42,491.37
2024-06-30,102,4003,3,2.4,7865.98,2989.34
2024-06-30,105,4005,8,2.4,20628.51,6529.59
2024-06-30,106,2003,2,1.0,1071.12,375.81
2024-06-30,106,3001,1,0.5,514.6,201.59
2024-07-01,101,3001,7,3.5,3755.33,1351.95
2024-07-01,101,4005,4,1.2,10248.11,3295.59
2024-07-01,103,2007,1,0.25,512.28,192.73
2024-07-01,105,4004,8,4.8,20764.51,6822.32
2024-07-01,106,2007,8,2.0,4228.71,1512.07
2024-07-01,108,2001,7,1.75,3810.86,1050.85
2024-07-01,109,3002,7,7.0,3817.99,1061.33
2024-07-01,109,3003,6,6.0,3068.65,814.08
2024-07-01,110,2007,11,2.75,5478.57,1344.97
2024-07-01,111,4001,3,4.5,7914.08,2586.99
2024-07-02,101,2004,4,1.0,2022.79,647.55
2024-07-02,101,4002,8,24.0,20570.58,2785.48
2024-07-02,101,4004,9,5.4,21868.15,7345.39
2024-07-02,104,2003,3,1.5,1538.06,558.23
2024-07-02,105,2003,9,4.5,4714.19,1556.28
2024-07-02,105,4004,4,2.4,10428.21,3484.08
2024-07-02,106,3003,1,1.0,522.15,184.98
2024-07-02,112,2003,4,2.0,2199.95,774.36
2024-07-02,112,3001,4,2.0,2043.67,723.75
2024-07-02,112,4002,4,12.0,10540.14,1704.91
2024-07-03,101,2002,3,0.75,1546.82,543.47
2024-07-03,102,2006,6,1.5,3040.52,1080.21
2024-07-03,103,3002,9,9.0,4652.82,1571.27
2024-07-03,103,4004,6,3.6,15631.78,5220.27
2024-07-03,104,2005,3,3.0,1546.02,492.5
2024-07-03,105,3002,7,7.0,3825.84,1237.84
2024-07-03,106,2002,7,1.75,3536.72,1096.84
2024-07-03,109,3002,6,6.0,3116.83,1097.21
2024-07-03,109,3003,8,8.0,4241.38,1189.84
2024-07-03,112,2006,8,2.0,4099.44,1526.08
2024-07-03,112,4002,1,3.0,2709.11,508.78
2024-07-04,101,2007,1,0.25,506.66,171.58
2024-07-04,103,2004,10,2.5,5264.65,1875.41
2024-07-04,104,4002,3,9.0,8182.95,973.15
2024-07-04,104,4003,4,3.2,10922.13,3861.67
2024-07-04,104,4005,1,0.3,2627.89,752.48
2024-07-04,105,4003,4,3.2,10286.3,3471.03
2024-07-04,105,4004,7,4.2,18207.75,6645.91
2024-07-04,106,2001,3,0.75,1636.0,567.33
2024-07-04,106,2007,3,0.75,1618.92,529.88
2024-07-04,109,2007,1,0.25,545.64,135.82
2024-07-04,112,2001,10,2.5,4836.28,1532.22
2024-07-04,112,4001,10,15.0,24300.68,8955.05
2024-07-05,103,3003,9,9.0,4656.32,1699.89
2024-07-05,105,3003,1,1.0,510.5,171.04
2024-07-05,110,2007,2,0.5,1085.62,426.03
2024-07-05,111,2004,5,1.25,2678.83,888.17
2024-07-05,112,2006,6,1.5,3090.51,1066.7
2024-07-05,112,4003,6,4.8,15928.08,5564.34
2024-07-06,101,4001,4,6.0,10819.91,3743.08
2024-07-06,102,4003,7,5.6,17755.59,5836.5
2024-07-06,103,2001,5,1.25,2604.63,892.81
2024-07-06,104,4002,6,18.0,15790.53,2815.38
2024-07-06,105,2004,1,0.25,543.12,188.62
2024-07-06,105,4004,3,1.8,8053.03,2678.72
2024-07-06,106,4001,1,1.5,2569.68,998.0
2024-07-06,108,4004,6,3.6,16511.07,4359.85
2024-07-06,109,2006,3,0.75,1648.42,441.65
2024-07-06,111,2001,3,0.75,1644.35,552.7
2024-07-06,112,2003,8,4.0,4292.54,1315.56
2024-07-06,112,2004,3,0.75,1558.62,569.7
2024-07-06,112,2005,8,8.0,4242.89,1486.09
2024-07-06,112,4003,5,4.0,13127.05,4385.99
2024-07-07,101,2006,1,0.25,536.47,177.57
2024-07-07,103,2001,2,0.5,1038.09,354.6
2024-07-07,104,3001,1,0.5,512.32,174.49
2024-07-07,105,2001,11,2.75,5433.9,2013.03
2024-07-07,105,2005,11,11.0,5512.41,1841.23
2024-07-07,105,4004,6,3.6,16435.05,5900.82
2024-07-07,106,2004,18,4.5,8744.63,3089.06
2024-07-07,106,4003,3,2.4,7799.52,2736.28
2024-07-07,111,2005,3,3.0,1535.36,509.4
2024-07-07,112,4005,9,2.7,22069.97,6698.41
2024-07-08,105,2006,9,2.25,4679.36,1739.3
2024-07-08,105,3002,3,3.0,1551.51,487.64
2024-07-08,109,2001,9,2.25,4328.18,1529.85
2024-07-08,111,2006,8,2.0,4067.12,1441.35
2024-07-08,111,2007,8,2.0,4187.04,1482.19
2024-07-08,112,2003,11,5.5,5423.03,1974.74
2024-07-09,101,2006,2,0.5,1066.15,343.17
2024-07-09,101,3003,5,5.0,2540.61,804.74
2024-07-09,102,2004,11,2.75,5371.66,1778.11
2024-07-09,102,4001,9,13.5,21903.77,8380.23
2024-07-09,104,2001,3,0.75,1595.06,559.81
2024-07-09,105,2001,7,1.75,3534.94,1327.86
2024-07-09,105,2003,9,4.5,4751.51,1591.13
2024-07-09,105,4002,6,18.0,15213.37,2917.77
2024-07-09,106,2007,1,0.25,524.91,184.68
2024-07-09,112,2005,7,7.0,3641.57,1368.17
2024-07-10,103,2006,8,2.0,3860.49,1434.32
2024-07-10,104,2001,6,1.5,3256.49,1086.13
2024-07-10,106,2001,3,0.75,1621.65,554.89
2024-07-10,108,2001,7,1.75,3548.95,1235.68
2024-07-10,108,4004,2,1.2,5350.05,1500.42
2024-07-10,109,2003,11,5.5,5616.22,1521.12
2024-07-10,109,2004,6,1.5,3104.41,1010.58
2024-07-10,109,2005,2,2.0,1078.31,329.65
2024-07-10,111,2001,8,2.0,4095.73,1272.02
2024-07-10,112,2001,5,1.25,2649.24,1031.26
2024-07-10,112,2007,3,0.75,1520.64,539.17
2024-07-10,112,4001,3,4.5,7634.4,2531.73
2024-07-10,112,4003,10,8.0,25694.88,8914.99
2024-07-11,101,4001,9,13.5,21926.93,7258.78
2024-07-11,102,2002,8,2.0,4083.0,1473.95
2024-07-11,104,2001,5,1.25,2736.6,951.21
2024-07-11,105,2007,1,0.25,530.9,175.54
2024-07-11,105,3002,2,2.0,1020.4,370.39
2024-07-11,105,4003,7,5.6,19186.4,6239.24
2024-07-11,106,2006,3,0.75,1575.36,524.33
2024-07-11,108,2001,7,1.75,3820.46,1098.29
2024-07-11,109,4005,6,1.8,15540.88,3668.68
2024-07-11,111,2004,10,2.5,5149.01,1883.67
2024-07-11,112,3001,4,2.0,2128.74,795.24
2024-07-11,112,3003,8,8.0,3851.8,1270.15
2024-07-12,101,3002,9,9.0,4610.97,1467.51
2024-07-12,104,2001,1,0.25,538.26,174.17
2024-07-12,105,2001,11,2.75,5486.89,1995.89
2024-07-12,105,3001,6,3.0,3279.53,1144.83
2024-07-12,107,2007,4,1.0,2152.19,767.62
2024-07-12,109,2007,1,0.25,528.31,176.91
2024-07-12,111,4002,6,18.0,15156.29,2291.41
2024-07-12,112,2005,3,3.0,1651.59,634.83
2024-07-13,102,3002,6,6.0,3216.24,1149.09
2024-07-13,102,4002,7,21.0,17740.77,2216.23
2024-07-13,103,2002,4,1.0,2137.43,748.2
2024-07-13,103,2005,10,10.0,4955.91,1703.43
2024-07-13,104,2004,9,2.25,4372.91,1536.27
2024-07-13,105,2006,10,2.5,4837.26,1576.28
2024-07-13,106,2007,8,2.0,4045.89,1425.74
2024-07-14,102,3002,6,6.0,3215.99,1195.01
2024-07-14,105,2003,2,1.0,1051.23,333.47
2024-07-14,105,3002,2,2.0,1012.09,340.39
2024-07-14,105,4005,1,0.3,2749.86,825.05
2024-07-14,106,4004,8,4.8,21112.32,7395.89
2024-07-15,102,2001,5,1.25,2669.8,883.51
2024-07-15,102,2005,7,7.0,3583.11,1331.59
2024-07-15,104,2006,3,0.75,1618.21,558.32
2024-07-15,104,4001,2,3.0,5162.44,1789.42
2024-07-15,104,4003,3,2.4,8156.52,3021.82
2024-07-15,105,2002,3,0.75,1635.83,581.56
2024-07-15,105,3002,8,8.0,3850.5,1447.5
2024-07-15,105,3003,3,3.0,1558.39,542.18
2024-07-15,105,4003,6,4.8,15605.62,5823.22
2024-07-15,106,4002,5,15.0,13627.32,1970.01
2024-07-15,107,2002,1,0.25,537.75,191.13
2024-07-15,108,2003,4,2.0,2048.58,492.58
2024-07-15,110,2004,1,0.25,517.59,140.42
2024-07-15,110,4005,3,0.9,7902.82,1738.82
2024-07-15,111,4004,10,6.0,25713.48,9672.69
2024-07-16,102,2004,9,2.25,4338.66,1482.82
2024-07-16,102,2007,5,1.25,2685.97,961.09
2024-07-16,102,4004,1,0.6,2713.5,1004.12
2024-07-16,105,2004,4,1.0,2143.68,739.04
2024-07-16,105,2007,1,0.25,521.94,177.95
2024-07-16,105,3001,9,4.5,4702.33,1605.33
2024-07-16,105,4002,6,18.0,15744.95,1845.01
2024-07-16,105,4003,2,1.6,5075.74,1817.63
2024-07-16,106,2005,1,1.0,530.92,187.38
2024-07-16,108,2003,11,5.5,5422.99,1454.15
2024-07-16,109,4003,9,7.2,23247.41,6309.8
2024-07-16,112,4003,7,5.6,17972.82,5947.21
2024-07-17,103,2001,11,2.75,5285.66,1998.02
2024-07-17,105,4004,9,5.4,23966.48,8834.69
2024-07-17,105,4005,2,0.6,5489.48,1852.39
2024-07-17,108,2005,4,4.0,2064.31,618.4
2024-07-17,111,2002,5,1.25,2756.79,902.56
2024-07-18,103,2004,2,0.5,1083.58,344.86
2024-07-18,104,2001,3,0.75,1627.93,623.27
2024-07-18,105,2004,10,2.5,5195.06,2017.0
2024-07-18,105,4002,6,18.0,15717.07,2719.23
2024-07-18,106,3002,3,3.0,1558.92,528.05
2024-07-18,109,4001,2,3.0,5149.51,1887.38
2024-07-18,109,4004,5,3.0,13577.98,3834.21
2024-07-18,111,2005,6,6.0,3311.57,1204.23
2024-07-18,111,3001,7,3.5,3687.44,1310.55
2024-07-19,102,2004,2,0.5,1066.21,340.06
2024-07-19,102,3002,6,6.0,3131.83,1084.05
2024-07-19,103,3002,7,7.0,3829.81,1352.82
2024-07-19,103,4003,11,8.8,27087.72,9049.4
2024-07-19,104,3003,2,2.0,1097.28,348.67
2024-07-19,105,4002,5,15.0,13724.95,1999.71
2024-07-19,105,4003,10,8.0,26066.23,8684.04
2024-07-19,106,2007,7,1.75,3753.36,1300.14
2024-07-19,109,2003,4,2.0,2161.85,617.49
2024-07-19,109,2007,1,0.25,544.23,140.59
2024-07-19,111,4001,7,10.5,19198.27,7175.11
2024-07-19,112,4005,14,4.2,34876.65,9933.88
2024-07-20,101,2004,4,1.0,2130.58,707.11
2024-07-20,103,2002,4,1.0,2145.92,782.09
2024-07-20,103,3001,3,1.5,1599.7,584.29
2024-07-20,103,4005,9,2.7,23793.18,7574.72
2024-07-20,105,2007,10,2.5,4881.36,1693.14
2024-07-20,105,3003,7,7.0,3652.79,1375.14
2024-07-20,106,4003,6,4.8,16236.75,6433.04
2024-07-20,106,4004,1,0.6,2685.32,972.35
2024-07-20,112,4001,9,13.5,21901.08,7963.52
2024-07-20,112,4003,1,0.8,2700.2,920.25
2024-07-21,102,3002,1,1.0,513.57,184.06
2024-07-21,104,2005,5,5.0,2678.37,934.22
2024-07-21,104,2006,6,1.5,3196.31,1118.71
2024-07-21,105,2001,4,1.0,2150.6,675.3
2024-07-21,106,2007,1,0.25,518.94,192.45
2024-07-21,112,4003,10,8.0,24566.75,7855.99
2024-07-22,102,2003,5,2.5,2603.48,936.28
2024-07-22,103,3001,8,4.0,4178.0,1546.81
2024-07-22,104,2002,6,1.5,3290.56,1208.58
2024-07-22,105,3003,3,3.0,1563.11,564.71
2024-07-22,106,4005,1,0.3,2711.29,725.69
2024-07-22,109,2006,5,1.25,2723.77,845.22
2024-07-22,111,4001,6,9.0,16220.39,5507.31
2024-07-23,101,2005,5,5.0,2526.12,829.7
2024-07-23,102,2007,9,2.25,4790.3,1571.71
2024-07-23,103,2005,10,10.0,5134.15,1810.89
2024-07-23,105,2003,8,4.0,4167.47,1338.05
2024-07-23,105,4003,9,7.2,23133.53,8021.16
2024-07-23,105,4005,6,1.8,15262.13,4810.14
2024-07-23,108,2006,2,0.5,1077.96,276.25
2024-07-23,108,4005,11,3.3,26777.31,6418.67
2024-07-23,109,2006,7,1.75,3605.77,976.0
2024-07-23,111,2004,6,1.5,3231.29,1124.74
2024-07-23,112,4002,6,18.0,16371.3,2249.87
2024-07-24,101,2007,11,2.75,5387.61,1843.93
2024-07-24,102,4001,3,4.5,7931.99,2539.56
2024-07-24,104,4001,11,16.5,27337.6,9932.47
2024-07-24,105,3001,10,5.0,4848.16,1674.1
2024-07-24,109,3003,9,9.0,4745.47,1529.56
2024-07-24,109,4004,9,5.4,23835.97,6739.05
2024-07-25,101,4004,8,4.8,21267.11,7294.64
2024-07-25,103,2007,9,2.25,4690.86,1559.42
2024-07-25,104,2007,1,0.25,545.93,181.38
2024-07-25,105,2003,6,3.0,3123.07,1193.9
2024-07-25,105,3003,2,2.0,1086.52,375.24
2024-07-25,105,4003,10,8.0,26090.64,9459.15
2024-07-25,105,4004,6,3.6,16157.31,5893.38
2024-07-25,108,2001,3,0.75,1599.23,372.43
2024-07-25,112,2003,1,0.5,505.73,175.1
2024-07-26,101,2003,2,1.0,1053.77,344.25
2024-07-26,102,3001,11,5.5,5428.02,1986.48
2024-07-26,103,3003,7,7.0,3551.31,1158.66
2024-07-26,105,2001,3,0.75,1545.12,516.21
2024-07-26,105,2005,8,8.0,4242.47,1550.68
2024-07-26,105,2007,6,1.5,3144.57,1102.71
2024-07-26,105,3002,2,2.0,1062.98,413.4
2024-07-26,105,3003,2,2.0,1047.92,359.74
2024-07-26,106,4001,4,6.0,10931.93,3754.17
2024-07-26,108,2006,3,0.75,1547.61,387.23
2024-07-26,108,4004,6,3.6,15980.31,4499.22
2024-07-26,111,2006,6,1.5,3136.59,1183.15
2024-07-27,102,2004,7,1.75,3815.01,1329.26
2024-07-27,102,2006,4,1.0,2056.94,785.9
2024-07-27,102,3002,5,5.0,2556.42,903.94
2024-07-27,103,2001,4,1.0,2167.82,828.67
2024-07-27,104,2004,11,2.75,5501.56,1898.79
